;;;;;;;;;;;;;;;;;;;;;;;;;;
;BUDIDAYA LOBSTER SEMARANG ID;;;;;;;;;;;;;;;;;;;;;;;;;
;Kartu Persediaan;;;;;;;;;;;;;;;;;;;;;;;;;
;November 2025;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;ITEM;:;"Bibit 2""";;;;;;;; Kode ; A01 ;;;;;;;;;;;;;;
;DATE;;DOC. NO;IN;;;OUT;;;BALANCE;;;;;;;;;;;;;;;;
;;;;QTY; PRICE ; AMOUNT ;QTY; PRICE ; AMOUNT ;QTY; PRICE ; AMOUNT ;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;ITEM;:;"Bibit 3""";;;;;;;; Kode ; A02 ;;;;;;;;;;;;;;
;DATE;;DOC. NO;IN;;;OUT;;;BALANCE;;;;;;;;;;;;;;;;
;;;;QTY; PRICE ; AMOUNT ;QTY; PRICE ; AMOUNT ;QTY; PRICE ; AMOUNT ;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;Nov-25;1;Saldo awal;;;;;;;600; Rp2.000,00 ; Rp1.200.000,00 ;;;;;;;;;;;;;;
;;10;Penjualan;;;;300; Rp2.000,00 ; Rp600.000,00 ;300; Rp2.000,00 ; Rp600.000,00 ;;;;;;;;;;;;;;
;;22;Penjualan;;;;150; Rp2.000,00 ; Rp300.000,00 ;150; Rp2.000,00 ; Rp300.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;150; Rp2.000,00 ; Rp300.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;150; Rp2.000,00 ; Rp300.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;150; Rp2.000,00 ; Rp300.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;150; Rp2.000,00 ; Rp300.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;150; Rp2.000,00 ; Rp300.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;150; Rp2.000,00 ; Rp300.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;150; Rp2.000,00 ; Rp300.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;150; Rp2.000,00 ; Rp300.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;150; Rp2.000,00 ; Rp300.000,00 ;;;;;;;;;;;;;;
;SALDO AKHIR PERSEDIAAN;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;ITEM;:;"Betina 5""";;;;;;;; Kode ; B01 ;;;;;;;;;;;;;;
;DATE;;DOC. NO;IN;;;OUT;;;BALANCE;;;;;;;;;;;;;;;;
;;;;QTY; PRICE ; AMOUNT ;QTY; PRICE ; AMOUNT ;QTY; PRICE ; AMOUNT ;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;Nov-25;1;Saldo awal;;;;;;;500; Rp28.000,00 ; Rp14.000.000,00 ;;;;;;;;;;;;;;
;;3;Penjualan;;;;10; Rp28.000,00 ; Rp280.000,00 ;490; Rp28.000,00 ; Rp13.720.000,00 ;;;;;;;;;;;;;;
;;14;Penjualan;;;;150; Rp28.000,00 ; Rp4.200.000,00 ;340; Rp28.000,00 ; Rp9.520.000,00 ;;;;;;;;;;;;;;
;;10;Penjualan;;;;40; Rp28.000,00 ; Rp1.120.000,00 ;300; Rp28.000,00 ; Rp8.400.000,00 ;;;;;;;;;;;;;;
;;25;Penjualan;;;;200; Rp28.000,00 ; Rp5.600.000,00 ;100; Rp28.000,00 ; Rp2.800.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;100; Rp28.000,00 ; Rp2.800.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;100; Rp28.000,00 ; Rp2.800.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;100; Rp28.000,00 ; Rp2.800.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;100; Rp28.000,00 ; Rp2.800.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;100; Rp28.000,00 ; Rp2.800.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;100; Rp28.000,00 ; Rp2.800.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;100; Rp28.000,00 ; Rp2.800.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;100; Rp28.000,00 ; Rp2.800.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;100; Rp28.000,00 ; Rp2.800.000,00 ;;;;;;;;;;;;;;
;SALDO AKHIR PERSEDIAAN;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;ITEM;:;"Betina 6""";;;;;;;; Kode ; B02 ;;;;;;;;;;;;;;
;DATE;;DOC. NO;IN;;;OUT;;;BALANCE;;;;;;;;;;;;;;;;
;;;;QTY; PRICE ; AMOUNT ;QTY; PRICE ; AMOUNT ;QTY; PRICE ; AMOUNT ;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;Nov-25;1;Saldo awal;;;;;;;400; Rp36.000,00 ; Rp14.400.000,00 ;;;;;;;;;;;;;;
;;10;Penjualan;;;;200; Rp36.000,00 ; Rp7.200.000,00 ;200; Rp36.000,00 ; Rp7.200.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;200; Rp36.000,00 ; Rp7.200.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;200; Rp36.000,00 ; Rp7.200.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;200; Rp36.000,00 ; Rp7.200.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;200; Rp36.000,00 ; Rp7.200.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;200; Rp36.000,00 ; Rp7.200.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;200; Rp36.000,00 ; Rp7.200.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;200; Rp36.000,00 ; Rp7.200.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;200; Rp36.000,00 ; Rp7.200.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;200; Rp36.000,00 ; Rp7.200.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;200; Rp36.000,00 ; Rp7.200.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;200; Rp36.000,00 ; Rp7.200.000,00 ;;;;;;;;;;;;;;
;SALDO AKHIR PERSEDIAAN;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;ITEM;:;"Jantan 5""";;;;;;;; Kode ; C01 ;;;;;;;;;;;;;;
;DATE;;DOC. NO;IN;;;OUT;;;BALANCE;;;;;;;;;;;;;;;;
;;;;QTY; PRICE ; AMOUNT ;QTY; PRICE ; AMOUNT ;QTY; PRICE ; AMOUNT ;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;Nov-25;1;Saldo awal;;;;;;;350; Rp24.000,00 ; Rp8.400.000,00 ;;;;;;;;;;;;;;
;;14;Penjualan;;;;75; Rp24.000,00 ; Rp1.800.000,00 ;275; Rp24.000,00 ; Rp6.600.000,00 ;;;;;;;;;;;;;;
;;20;Penjualan;;;;75; Rp24.000,00 ; Rp1.800.000,00 ;200; Rp24.000,00 ; Rp4.800.000,00 ;;;;;;;;;;;;;;
;;25;Penjualan;;;;100; Rp24.000,00 ; Rp2.400.000,00 ;100; Rp24.000,00 ; Rp2.400.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;100; Rp24.000,00 ; Rp2.400.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;100; Rp24.000,00 ; Rp2.400.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;100; Rp24.000,00 ; Rp2.400.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;100; Rp24.000,00 ; Rp2.400.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;100; Rp24.000,00 ; Rp2.400.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;100; Rp24.000,00 ; Rp2.400.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;100; Rp24.000,00 ; Rp2.400.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;100; Rp24.000,00 ; Rp2.400.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;100; Rp24.000,00 ; Rp2.400.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;100; Rp24.000,00 ; Rp2.400.000,00 ;;;;;;;;;;;;;;
;SALDO AKHIR PERSEDIAAN;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;ITEM;:;"Jantan 6""";;;;;;;; Kode ; C02 ;;;;;;;;;;;;;;
;DATE;;DOC. NO;IN;;;OUT;;;BALANCE;;;;;;;;;;;;;;;;
;;;;QTY; PRICE ; AMOUNT ;QTY; PRICE ; AMOUNT ;QTY; PRICE ; AMOUNT ;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;Nov-25;1;Saldo awal;;;;;;;200; Rp30.000,00 ; Rp6.000.000,00 ;;;;;;;;;;;;;;
;;3;Penjualan;;;;5; Rp30.000,00 ; Rp150.000,00 ;195; Rp30.000,00 ; Rp5.850.000,00 ;;;;;;;;;;;;;;
;;10;Penjualan;;;;100; Rp30.000,00 ; Rp3.000.000,00 ;95; Rp30.000,00 ; Rp2.850.000,00 ;;;;;;;;;;;;;;
;;19;Pembelian;100; Rp30.000,00 ; Rp3.000.000,00 ;;;;195; Rp30.000,00 ; Rp5.850.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;195; Rp30.000,00 ; Rp5.850.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;195; Rp30.000,00 ; Rp5.850.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;195; Rp30.000,00 ; Rp5.850.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;195; Rp30.000,00 ; Rp5.850.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;195; Rp30.000,00 ; Rp5.850.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;195; Rp30.000,00 ; Rp5.850.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;195; Rp30.000,00 ; Rp5.850.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;195; Rp30.000,00 ; Rp5.850.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;195; Rp30.000,00 ; Rp5.850.000,00 ;;;;;;;;;;;;;;
;;;;;;;;;;195; Rp30.000,00 ; Rp5.850.000,00 ;;;;;;;;;;;;;;
;SALDO AKHIR PERSEDIAAN;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
